DATE, OPEN, HIGH, LOW, CLOSE, VOL, OI, P, R, RINFO
19900102,15200.0000,15240.0000,15180.0000,15180.0000,43,1270,0,0,0.0000
19900103,15140.0000,15140.0000,15040.0000,15140.0000,213,1282,0,0,0.0000
19900104,15280.0000,15300.0000,15220.0000,15260.0000,232,1309,0,0,0.0000
19900105,15300.0000,15420.0000,15300.0000,15400.0000,532,1294,0,0,0.0000
19900108,15600.0000,16000.0000,15600.0000,16000.0000,406,1340,0,0,0.0000
19900109,16120.0000,16120.0000,15980.0000,15990.0000,674,1317,0,0,0.0000
19900110,15840.0000,16060.0000,15840.0000,15860.0000,398,1218,0,0,0.0000
19900111,15900.0000,16040.0000,15880.0000,15940.0000,745,1147,0,0,0.0000
19900112,16500.0000,16500.0000,16060.0000,16100.0000,407,973,0,0,0.0000
19900115,16120.0000,16320.0000,16120.0000,16300.0000,85,975,0,0,0.0000
19900116,16500.0000,16860.0000,16420.0000,16860.0000,517,986,0,0,0.0000
19900117,16900.0000,16900.0000,16670.0000,16680.0000,645,970,0,0,0.0000
19900118,16760.0000,17080.0000,16760.0000,17000.0000,393,988,0,0,0.0000
19900119,16940.0000,17040.0000,16820.0000,16840.0000,336,1064,0,0,0.0000
19900122,16840.0000,16840.0000,16680.0000,16760.0000,126,1042,0,0,0.0000
19900123,16680.0000,16760.0000,16680.0000,16720.0000,264,1047,0,0,0.0000
19900124,16640.0000,16660.0000,16480.0000,16560.0000,216,1062,0,0,0.0000
19900125,16600.0000,16760.0000,16600.0000,16720.0000,214,1094,0,0,0.0000
19900126,16680.0000,16680.0000,16460.0000,16520.0000,273,1069,0,0,0.0000
19900129,16660.0000,16660.0000,16520.0000,16580.0000,166,1067,0,0,0.0000
19900130,16560.0000,16660.0000,16560.0000,16620.0000,268,1051,0,0,0.0000
19900131,16620.0000,16720.0000,16620.0000,16720.0000,164,1061,0,0,0.0000
19900201,16720.0000,16800.0000,16660.0000,16740.0000,327,1090,0,0,0.0000
19900202,16740.0000,16800.0000,16680.0000,16780.0000,237,1092,0,0,0.0000
19900205,16740.0000,16800.0000,16740.0000,16780.0000,335,1105,0,0,0.0000
19900206,16840.0000,16880.0000,16720.0000,16800.0000,276,1039,0,0,0.0000
19900207,16800.0000,16800.0000,16700.0000,16780.0000,188,998,0,0,0.0000
19900208,16820.0000,16840.0000,16660.0000,16660.0000,137,972,0,0,0.0000
19900209,16640.0000,16840.0000,16560.0000,16820.0000,329,986,0,0,0.0000
19900212,16900.0000,16900.0000,16820.0000,16860.0000,221,949,0,0,0.0000
19900213,16860.0000,16940.0000,16800.0000,16880.0000,279,892,0,0,0.0000
19900214,16860.0000,16860.0000,16620.0000,16800.0000,372,895,0,0,0.0000
19900215,16700.0000,16760.0000,16640.0000,16740.0000,157,914,0,0,0.0000
19900216,16600.0000,16600.0000,16440.0000,16500.0000,328,891,0,0,0.0000
19900220,16460.0000,16480.0000,16280.0000,16380.0000,237,869,0,0,0.0000
19900221,16200.0000,16200.0000,15920.0000,15980.0000,486,908,199005,199005,0.0000
19900222,16300.0000,16500.0000,16300.0000,16350.0000,289,1695,0,0,360.0000
19900223,16360.0000,16500.0000,16360.0000,16500.0000,353,1781,0,0,0.0000
19900226,16580.0000,16600.0000,16400.0000,16400.0000,381,1828,0,0,0.0000
19900227,16320.0000,16440.0000,16280.0000,16370.0000,560,1857,0,0,0.0000
19900228,16300.0000,16380.0000,16060.0000,16280.0000,273,1891,0,0,0.0000
19900301,16300.0000,16400.0000,16200.0000,16400.0000,218,1925,0,0,0.0000
19900302,16400.0000,16560.0000,16400.0000,16550.0000,424,2009,0,0,0.0000
19900305,16560.0000,16660.0000,16560.0000,16640.0000,148,1991,0,0,0.0000
19900306,16600.0000,16700.0000,16600.0000,16660.0000,93,1946,0,0,0.0000
19900307,16660.0000,16880.0000,16660.0000,16870.0000,384,1984,0,0,0.0000
19900308,16800.0000,16960.0000,16760.0000,16860.0000,115,1970,0,0,0.0000
19900309,16860.0000,16860.0000,16640.0000,16680.0000,159,1987,0,0,0.0000
19900312,16680.0000,16720.0000,16580.0000,16600.0000,216,1974,0,0,0.0000
19900313,16640.0000,16640.0000,16420.0000,16480.0000,221,1962,0,0,0.0000
19900314,16460.0000,16760.0000,16440.0000,16760.0000,289,1939,0,0,0.0000
19900315,16760.0000,16840.0000,16660.0000,16760.0000,152,1936,0,0,0.0000
19900316,16780.0000,16840.0000,16520.0000,16520.0000,190,1990,0,0,0.0000
19900319,16480.0000,16620.0000,16480.0000,16620.0000,169,1957,0,0,0.0000
19900320,16580.0000,16620.0000,16480.0000,16490.0000,67,1957,0,0,0.0000
19900321,16560.0000,16590.0000,16500.0000,16590.0000,207,1940,0,0,0.0000
19900322,16600.0000,16600.0000,16280.0000,16280.0000,124,1936,0,0,0.0000
19900323,16200.0000,16220.0000,15860.0000,16040.0000,351,1973,0,0,0.0000
19900326,16040.0000,16120.0000,16020.0000,16120.0000,56,1902,0,0,0.0000
19900327,16180.0000,16300.0000,16090.0000,16220.0000,217,1846,0,0,0.0000
19900328,16220.0000,16220.0000,16180.0000,16200.0000,35,1837,0,0,0.0000
19900329,16210.0000,16210.0000,15600.0000,15840.0000,329,1852,0,0,0.0000
19900330,15760.0000,15800.0000,15700.0000,15800.0000,113,1748,0,0,0.0000
19900402,16000.0000,16340.0000,16000.0000,16330.0000,173,1722,0,0,0.0000
19900403,16360.0000,16540.0000,16300.0000,16460.0000,337,1689,0,0,0.0000
19900404,16400.0000,16520.0000,16380.0000,16500.0000,308,1606,0,0,0.0000
19900405,16500.0000,16600.0000,16420.0000,16420.0000,251,1520,0,0,0.0000
19900406,16400.0000,16400.0000,16320.0000,16360.0000,84,1503,0,0,0.0000
19900409,16440.0000,16440.0000,16200.0000,16200.0000,202,1476,0,0,0.0000
19900410,16100.0000,16240.0000,16060.0000,16230.0000,433,1485,0,0,0.0000
19900411,16400.0000,16400.0000,16240.0000,16280.0000,67,1452,0,0,0.0000
19900412,16360.0000,16540.0000,16360.0000,16540.0000,224,1437,0,0,0.0000
19900416,16580.0000,16660.0000,16540.0000,16540.0000,164,1323,0,0,0.0000
19900417,16480.0000,16520.0000,16360.0000,16520.0000,154,1334,0,0,0.0000
19900418,16520.0000,16740.0000,16520.0000,16640.0000,269,1250,0,0,0.0000
19900419,16600.0000,16640.0000,16560.0000,16580.0000,350,1262,199007,199007,0.0000
19900420,17100.0000,17100.0000,16860.0000,16860.0000,295,1224,0,0,640.0000
19900423,16740.0000,16780.0000,16600.0000,16630.0000,427,1314,0,0,0.0000
19900424,16580.0000,16700.0000,16580.0000,16620.0000,529,1444,0,0,0.0000
19900425,16400.0000,16480.0000,16300.0000,16480.0000,623,1536,0,0,0.0000
19900426,16460.0000,16620.0000,16440.0000,16440.0000,210,1519,0,0,0.0000
19900427,16400.0000,16480.0000,16280.0000,16400.0000,309,1554,0,0,0.0000
19900430,16450.0000,16540.0000,16260.0000,16260.0000,280,1598,0,0,0.0000
19900501,16360.0000,16460.0000,16300.0000,16330.0000,251,1593,0,0,0.0000
19900502,16240.0000,16260.0000,16100.0000,16240.0000,395,1603,0,0,0.0000
19900503,16260.0000,16300.0000,15940.0000,15940.0000,457,1657,0,0,0.0000
