DATE, OPEN, HIGH, LOW, CLOSE, VOL, OI, P, R, RINFO
19900102,100000.0000,100062.5000,98875.0000,98962.5000,7096,7096,0,0,0.0000
19900103,99412.5000,99525.0000,99112.5000,99300.0000,7495,7495,0,0,0.0000
19900104,100037.5000,101125.0000,99900.0000,100975.0000,11911,11911,0,0,0.0000
19900105,100412.5000,101250.0000,100375.0000,101075.0000,9776,9776,0,0,0.0000
19900108,101750.0000,102225.0000,101650.0000,102125.0000,8756,8756,0,0,0.0000
19900109,102150.0000,102337.5000,101787.5000,102262.5000,7283,7283,0,0,0.0000
19900110,102537.5000,102900.0000,102250.0000,102737.5000,8444,8444,0,0,0.0000
19900111,102450.0000,102600.0000,102175.0000,102500.0000,5674,5674,0,0,0.0000
19900112,102775.0000,103362.5000,102675.0000,102850.0000,7813,7813,0,0,0.0000
19900115,103287.5000,103312.5000,102550.0000,102700.0000,6241,6241,0,0,0.0000
19900116,102137.5000,102587.5000,102075.0000,102437.5000,8153,8153,0,0,0.0000
19900117,102062.5000,102562.5000,101737.5000,102062.5000,13510,13510,0,0,0.0000
19900118,101662.5000,102087.5000,101562.5000,101687.5000,8007,8007,0,0,0.0000
19900119,101437.5000,102037.5000,101250.0000,101850.0000,6682,6682,0,0,0.0000
19900122,101525.0000,101587.5000,101050.0000,101275.0000,7842,7842,0,0,0.0000
19900123,101662.5000,102462.5000,101362.5000,102125.0000,9814,9814,0,0,0.0000
19900124,102687.5000,102875.0000,102125.0000,102200.0000,7684,7684,0,0,0.0000
19900125,102500.0000,102800.0000,102337.5000,102700.0000,6021,6021,0,0,0.0000
19900126,103025.0000,103187.5000,102487.5000,103062.5000,6862,6862,0,0,0.0000
19900129,103950.0000,104175.0000,103762.5000,104150.0000,9999,9999,0,0,0.0000
19900130,104212.5000,104512.5000,102437.5000,103600.0000,14089,14089,0,0,0.0000
19900131,104250.0000,104387.5000,103875.0000,104125.0000,7491,7491,0,0,0.0000
19900201,104375.0000,104587.5000,104175.0000,104400.0000,8022,8022,0,0,0.0000
19900202,104312.5000,104450.0000,104012.5000,104412.5000,5457,5457,0,0,0.0000
19900205,104925.0000,105487.5000,104850.0000,105437.5000,9215,9215,0,0,0.0000
19900206,105712.5000,105800.0000,105362.5000,105600.0000,8058,8058,0,0,0.0000
19900207,105775.0000,105775.0000,105025.0000,105175.0000,9289,9289,0,0,0.0000
19900208,104962.5000,105137.5000,104662.5000,105062.5000,8428,8428,0,0,0.0000
19900209,104975.0000,105375.0000,104750.0000,105250.0000,8778,8778,0,0,0.0000
19900212,105187.5000,105437.5000,105087.5000,105150.0000,10059,10059,0,0,0.0000
19900213,104625.0000,105150.0000,104500.0000,104912.5000,16622,16622,0,0,0.0000
19900214,105287.5000,105450.0000,105225.0000,105350.0000,7136,7136,0,0,0.0000
19900215,105362.5000,105450.0000,104750.0000,104850.0000,12452,12452,0,0,0.0000
19900216,104787.5000,105525.0000,104375.0000,105425.0000,10368,10368,0,0,0.0000
19900220,106162.5000,106475.0000,105862.5000,106450.0000,22235,22235,0,0,0.0000
19900221,106662.5000,106787.5000,106437.5000,106600.0000,9262,9262,0,0,0.0000
19900222,106562.5000,106862.5000,106412.5000,106500.0000,11489,11489,0,0,0.0000
19900223,106425.0000,106737.5000,106187.5000,106462.5000,7576,7576,0,0,0.0000
19900226,105800.0000,105850.0000,105037.5000,105062.5000,17867,17867,0,0,0.0000
19900227,105037.5000,105462.5000,105012.5000,105275.0000,7242,7242,0,0,0.0000
19900228,105087.5000,105400.0000,104625.0000,104700.0000,13865,13865,0,0,0.0000
19900301,104062.5000,104112.5000,103450.0000,103600.0000,24412,24412,0,0,0.0000
19900302,103712.5000,103725.0000,102437.5000,102762.5000,14543,14543,0,0,0.0000
19900305,102725.0000,102787.5000,101937.5000,102525.0000,17262,17262,0,0,0.0000
19900306,103050.0000,103050.0000,102537.5000,102712.5000,8262,8262,0,0,0.0000
19900307,102250.0000,102550.0000,102062.5000,102500.0000,9306,9306,199006,199006,0.0000
19900308,101000.0000,101050.0000,100637.5000,100837.5000,8960,8960,0,0,-1675.0000
19900309,99687.5000,99812.5000,99062.5000,99137.5000,26085,26085,0,0,0.0000
19900312,98950.0000,99075.0000,98662.5000,98875.0000,33761,33761,0,0,0.0000
19900313,98250.0000,99312.5000,98137.5000,98987.5000,21479,21479,0,0,0.0000
19900314,98650.0000,99087.5000,98600.0000,98937.5000,6859,6859,0,0,0.0000
19900315,98912.5000,99875.0000,98825.0000,99787.5000,11833,11833,0,0,0.0000
19900316,99800.0000,100125.0000,99400.0000,99600.0000,9636,9636,0,0,0.0000
19900319,99475.0000,99525.0000,98937.5000,99250.0000,9432,9432,0,0,0.0000
19900320,99675.0000,99750.0000,98262.5000,98425.0000,15603,15603,0,0,0.0000
19900321,97850.0000,98312.5000,97750.0000,98050.0000,10313,10313,0,0,0.0000
19900322,98087.5000,98887.5000,98062.5000,98725.0000,9886,9886,0,0,0.0000
19900323,98587.5000,98912.5000,98475.0000,98725.0000,6576,6576,0,0,0.0000
19900326,99450.0000,100100.0000,99200.0000,99862.5000,11990,11990,0,0,0.0000
19900327,99762.5000,100287.5000,99587.5000,100062.5000,12082,12082,0,0,0.0000
19900328,100125.0000,100550.0000,100075.0000,100275.0000,11400,11400,0,0,0.0000
19900329,100562.5000,100875.0000,100487.5000,100812.5000,8704,8704,0,0,0.0000
19900330,101162.5000,101750.0000,101075.0000,101637.5000,16480,16480,0,0,0.0000
19900402,100125.0000,100937.5000,100100.0000,100925.0000,11465,11465,0,0,0.0000
19900403,100675.0000,101075.0000,100575.0000,100925.0000,7571,7571,0,0,0.0000
19900404,101362.5000,101437.5000,101150.0000,101225.0000,7432,7432,0,0,0.0000
19900405,101562.5000,101587.5000,101237.5000,101312.5000,10518,10518,0,0,0.0000
19900406,101200.0000,101500.0000,100975.0000,101325.0000,7609,7609,0,0,0.0000
19900409,101250.0000,101350.0000,100787.5000,100887.5000,6860,6860,0,0,0.0000
19900410,100862.5000,101512.5000,100812.5000,101487.5000,15604,15604,0,0,0.0000
19900411,101375.0000,101725.0000,101350.0000,101512.5000,8367,8367,0,0,0.0000
19900412,101525.0000,101612.5000,101450.0000,101537.5000,2609,2609,0,0,0.0000
19900416,100750.0000,101000.0000,100675.0000,100862.5000,6501,6501,0,0,0.0000
19900417,100562.5000,101300.0000,100375.0000,101237.5000,13076,13076,0,0,0.0000
19900418,101087.5000,101562.5000,100875.0000,101437.5000,10367,10367,0,0,0.0000
