DATE, OPEN, HIGH, LOW, CLOSE, VOL, OI, P, R, RINFO
19900102,100468.8000,100656.3000,100312.5000,100484.4000,6096,6096,0,0,0.0000
19900103,100468.8000,100468.8000,100203.1000,100281.3000,9133,9133,0,0,0.0000
19900104,100265.6000,100437.5000,100250.0000,100312.5000,8148,8148,0,0,0.0000
19900105,100343.8000,100531.3000,100203.1000,100296.9000,5640,5640,0,0,0.0000
19900108,100281.3000,100328.1000,100171.9000,100250.0000,7353,7353,0,0,0.0000
19900109,100250.0000,100296.9000,100171.9000,100203.1000,4675,4675,0,0,0.0000
19900110,100187.5000,100265.6000,100062.5000,100171.9000,7189,7189,0,0,0.0000
19900111,100312.5000,100312.5000,100156.3000,100156.3000,3946,3946,0,0,0.0000
19900112,99859.4000,100093.8000,99718.8000,100015.6000,6182,6182,0,0,0.0000
19900115,99906.3000,99937.5000,99687.5000,99781.3000,478,478,0,0,0.0000
19900116,99781.3000,99843.8000,99468.8000,99484.4000,13629,13629,0,0,0.0000
19900117,99531.3000,99578.1000,99406.3000,99468.8000,10368,10368,0,0,0.0000
19900118,99125.0000,99281.3000,98828.1000,98828.1000,8912,8912,0,0,0.0000
19900119,99062.5000,99093.8000,98906.3000,99093.8000,6563,6563,0,0,0.0000
19900122,99250.0000,99250.0000,99031.3000,99140.6000,3634,3634,0,0,0.0000
19900123,99125.0000,99250.0000,99046.9000,99250.0000,6580,6580,0,0,0.0000
19900124,98625.0000,98906.3000,98625.0000,98796.9000,12900,12900,0,0,0.0000
19900125,98921.9000,99000.0000,98609.4000,98640.6000,6166,6166,0,0,0.0000
19900126,98750.0000,98750.0000,98281.3000,98359.4000,11221,11221,0,0,0.0000
19900129,98421.9000,98468.8000,98312.5000,98343.8000,11858,11858,0,0,0.0000
19900130,98250.0000,98328.1000,97921.9000,98234.4000,16325,16325,0,0,0.0000
19900131,98140.6000,98484.4000,98031.3000,98484.4000,17469,17469,0,0,0.0000
19900201,98625.0000,98718.8000,98375.0000,98531.3000,12134,12134,0,0,0.0000
19900202,98468.8000,98531.3000,98156.3000,98250.0000,7042,7042,0,0,0.0000
19900205,98125.0000,98203.1000,98093.8000,98187.5000,8911,8911,0,0,0.0000
19900206,98093.8000,98093.8000,97921.9000,98015.6000,7791,7791,0,0,0.0000
19900207,97796.9000,97984.4000,97781.3000,97984.4000,10566,10566,0,0,0.0000
19900208,98031.3000,98312.5000,97984.4000,98203.1000,6391,6391,0,0,0.0000
19900209,98375.0000,98828.1000,98375.0000,98750.0000,7462,7462,0,0,0.0000
19900212,98750.0000,98890.6000,98468.8000,98484.4000,20289,20289,0,0,0.0000
19900213,98531.3000,98781.3000,98421.9000,98718.8000,23477,23477,0,0,0.0000
19900214,98781.3000,98812.5000,98578.1000,98671.9000,14326,14326,0,0,0.0000
19900215,98593.8000,98593.8000,98328.1000,98375.0000,14702,14702,0,0,0.0000
